SKEENA TYEE TEST COHO INDEX ,,,,,,,"1956-2021 data emailed by R. Whitmore, 24 May 2022; data are accessed on web: https://www-ops2.pac.dfo-mpo.gc.ca/fos2_Internet/Testfish/rptDTFDTyeeParm.cfm?fsub_id=585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,8,29,4.45,1.9,1.85,3.12,1.84,4.22,0.93,0,1.26,38.08,11.27,0.3,NA,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,1.32,2.84,0.33,0,0.9,0.3,0.63,0.44,1.78,NA,2.67,7.57,0,NA,2.16,1.35,NA,NA,4.72,0.93,2.54,1.67,0.19,0.35,0.58,0.38,0,0.57,0.51,0.39,0.19,0.19,0.75,31.77
84,8,30,2.95,0.32,1.92,0.66,0.63,1.94,0,0,0.63,NA,NA,0,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1.34,5.13,1.18,4.81,2.22,0.63,2.37,1.29,0.45,NA,2.01,6.38,0.89,NA,0.34,0,NA,NA,2.98,NA,1.11,2.44,1.5,0.19,0.19,1.26,2.99,0.63,1.66,0.57,0,0,0.58,32.35
84,8,31,0.64,1.78,2.63,2.57,1.88,7.85,0,1.27,5.24,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.78,2.73,4.96,5.61,1.83,0.47,2.77,2.66,0.94,NA,2.29,2.48,1.8,NA,1.4,1.07,NA,NA,1.23,NA,1.86,7.96,0.13,0,0,1.9,0.19,0.59,1.91,0.38,0,0.19,0.38,32.73
84,9,1,1.89,1.83,6.49,0.65,0,1.24,0,2.51,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.15,1.35,3.83,0,2.74,0,NA,0.61,3.01,NA,3.58,2.32,0.88,NA,NA,5.08,NA,NA,1.7,NA,1.53,5.63,0.38,0.19,0.19,1.5,0.77,0,1.92,3.38,0.19,0,0.39,33.12
91,9,2,9.56,NA,8.11,0.47,0,1.55,0.45,0.47,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,0,0.47,2.13,4.08,0.31,0.93,NA,1.76,0.9,NA,1.89,2.07,0,NA,NA,1.33,NA,NA,0.19,NA,0.19,2.95,0.19,0,0,0.76,0.26,0.38,0.57,2.93,0,0.19,0.76,33.88
91,9,3,5.3,NA,14.21,1.4,0,0,0.95,2.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,0.6,2.81,2.75,2.31,0.92,0,NA,1.85,0.92,NA,4.89,1.26,0.32,NA,NA,2.03,NA,NA,2.32,NA,1.66,4.52,0.56,0.19,0.58,0.38,0.39,0.39,1.14,2.67,0,0,0.77,34.65
91,9,4,1.48,NA,6.1,NA,1.35,7.18,1.88,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,1.39,0.93,4.03,2.77,2.35,0.92,NA,1.74,0,NA,5.88,2.27,0,NA,NA,0.71,NA,NA,2.42,NA,2.52,2.29,2.75,0.57,0.19,0.19,1.52,0.19,0,0.39,0.19,0.58,0.39,35.04
91,9,5,2.31,NA,3.88,NA,1.89,8.41,NA,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.8,1.7,1.42,NA,2.38,0,NA,0.94,1.89,NA,8.01,3.36,0.61,NA,NA,0.18,NA,NA,1.38,NA,0.75,3.73,2.72,0,0.19,0.56,1.52,0.78,0.97,0.58,0.19,0.39,0,35.04
91,9,6,2.66,NA,0.67,NA,0.47,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,2.02,0.95,5.13,NA,0,1.41,NA,NA,0.93,NA,2.3,7.26,0.47,NA,NA,0.82,NA,NA,3.36,NA,0,5.84,1.31,0,0.39,0.38,1.65,0,0.77,0.19,0.77,0.19,1.52,36.56
91,9,7,0,NA,0.96,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,0.32,2.73,NA,0.63,1.26,NA,NA,1.36,NA,5.05,13.51,0,NA,NA,2.81,NA,NA,2.56,NA,0.13,1.89,1.66,0,0.39,0.19,0.77,0.57,0.39,2.65,0,0,1.16,37.72
91,9,8,2.43,NA,0,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,1.43,2.37,NA,0.62,1.26,NA,NA,1.87,NA,2.74,5.97,1.78,NA,NA,3.1,NA,NA,0.57,NA,1.33,3.79,2.03,0,0,0.57,2.27,0.26,0.19,0.19,0,0,0.39,38.11
92,9,9,0,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,NA,3.31,NA,3.21,1.26,NA,NA,0.48,NA,7.64,8.27,4.44,NA,NA,4.57,NA,NA,1.27,NA,0.76,2.98,0.76,1.83,0,1.15,1.53,0.77,0.78,0.76,0.58,0.97,0.78,38.89
92,9,10,0.98,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,3.72,0.48,NA,NA,2.24,NA,7.26,13.61,1.79,NA,NA,1.46,NA,NA,0.56,NA,0,7.6,0,0.56,0,0.39,2.63,0.97,0.78,2.84,0.19,0,0.19,39.08
92,9,11,0.68,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,1.4,NA,2.71,4.05,2.27,NA,NA,0.91,NA,NA,4.33,NA,0.38,0.96,2.88,1.47,0.58,0.96,0.19,0.39,6.49,1.31,0.39,0.26,0,39.08
92,9,12,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,1.91,NA,2.82,6.17,0.47,NA,NA,3.09,NA,NA,0.19,NA,0.94,2.44,0.19,1.27,1.03,3.62,1.17,0.19,3.55,NA,0,0.39,0,39.08
92,9,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,1.89,NA,2.78,1.83,4.48,NA,NA,2.81,NA,NA,3.15,NA,0.78,2.65,1.9,0.56,0,3.02,1.73,0.19,2.89,4.83,0,0.19,0,39.08
92,9,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,0.47,NA,10.05,4.48,0,NA,NA,0.55,NA,NA,0.5,NA,1.32,2.28,1.37,0.19,2.6,0.59,0.78,0,1.74,5.21,0.39,0,0,39.08
92,9,15,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,1.9,NA,10.48,0.94,1.91,NA,NA,2.69,NA,NA,0.39,NA,0.38,2.85,0,0.57,0.77,1.15,1.02,0.19,1.36,2.8,0.19,0.19,0,39.08
93,9,16,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,5.14,2.16,0,NA,NA,1.47,NA,NA,NA,NA,1.55,0.58,0,0.56,0.19,1.14,1.94,0.39,0.39,5.13,0,0.19,0,39.08
93,9,17,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,1.92,0.98,1.63,NA,NA,0.73,NA,NA,NA,NA,0.57,1.7,0.19,0.72,0,1.32,0.19,0,0.97,0.92,0,0.39,0.19,39.27
93,9,18,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,NA,0.95,0.97,2.74,NA,NA,0.12,NA,NA,NA,NA,1.13,3.7,0.77,0.19,0.19,0.19,NA,0.19,1.73,2.46,0,0,0,39.27
93,9,19,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,2.37,0.47,7.4,NA,NA,0.93,NA,NA,NA,NA,0.95,0.39,0,0.19,NA,0.39,NA,0.39,1.93,0.96,0,0.19,0,39.27
93,9,20,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56,NA,NA,NA,NA,3.3,4.88,3.45,NA,NA,2.4,NA,NA,NA,NA,0.39,2.25,0.19,0,NA,1.75,NA,0,NA,0,0.58,0.78,0,39.27
93,9,21,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,1.27,3.02,NA,NA,1.33,NA,NA,NA,NA,1.73,0.95,0.19,0,NA,0.57,NA,0.19,NA,NA,0.39,0.19,0.19,39.46
93,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.28,1.94,NA,NA,1.81,NA,NA,NA,NA,0.39,4.71,0,0,NA,NA,NA,0.19,NA,NA,0,0.39,0,39.46
94,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1.42,2.74,NA,NA,0.92,NA,NA,NA,NA,0.19,0.38,0.58,0.54,NA,NA,NA,0,NA,NA,0,0.39,0,39.46
94,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,6.46,1.44,NA,NA,0.37,NA,NA,NA,NA,0.58,0.38,1.14,0,NA,NA,NA,0,NA,NA,0,0.58,0.39,39.85
94,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,2.39,1.41,NA,NA,1.45,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.58,40.43
94,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,6.52,0,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.39,40.82
94,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,5.18,0,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,3.61,0.91,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.77,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,0.31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.47,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,1.84,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,2.75,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
